,Symbol,Date,Diluted EPS,Total Assets,Total Liabilities Net Minority Interest,Total Equity Gross Minority Interest,Common Stock Equity,Tangible Book Value,Invested Capital,End Cash Position,Financing Cash Flow,Operating Cash Flow,Total Revenue,Diluted Average Shares,Investing Cash Flow,Normalized Income,Tax Effect of Unusual Items,Pretax Income
909,FTHM,12/31/2019,0.0,2490.0,3649.0,-1159.0,-1159.0,-1624.0,-606.997,579.416,1055.0,-1111.0,109622.0,13653.0,-372.816,-4092.0,0.0,-4100.0
910,BTBT,12/31/2019,0.0,4517.0,429.593,4087.0,3835.0,3835.0,3835.0,630.65,0.0,-1347.0,4572.0,14392.0,-916.167,-9470.0,0.0,-8869.0
911,FOCS,12/31/2019,0.0,2653629.0,1849659.0,803970.0,484120.0,-1609567.0,1757119.0,65178.0,393567.0,194774.0,1218341.0,46792.0,-556455.0,-4295.0,-3172.0,-4976.0
912,FSBW,12/31/2019,0.005,1713056.0,1512814.0,200242.0,200242.0,180913.0,294991.0,45778.0,59023.0,9177.0,90269.0,4534.0,-55201.0,24120.0,-333.312,28130.0
913,FSEA,12/31/2019,0.0,409493.0,352427.0,57066.0,57066.0,57066.0,123285.0,4009.0,20191.0,1059.0,12981.0,2695.0,-23130.0,474.34,-204.66,-268.0
914,FUTU,12/31/2019,0.0013,21399924.0,18851371.0,2548553.0,2548553.0,2540860.0,4016139.0,14903437.0,1151622.0,1969434.0,779851.0,114737.0,-160057.0,165664.0,0.0,178493.0
915,GOCO,12/31/2019,0.0,1602295.0,742151.0,860144.0,312602.0,-856734.0,603835.0,505.0,63.0,5443.0,226205.0,313582.0,-6170.0,28117.0,0.0,28160.0
916,GSHD,12/31/2019,0.0,64628.0,95635.0,-31007.0,-9007.0,-9452.0,37154.0,15260.0,-20914.0,21241.0,77486.0,16100.0,-4078.0,4211.0,-80.9002,11686.0
917,MYFW,12/31/2019,0.001,1251682.0,1124004.0,127678.0,127678.0,107964.0,144238.0,78638.0,143173.0,-21513.0,63909.0,7913.0,-116379.0,9101.0,-297.246,10192.0
918,GHIV,12/31/2019,,412.494,426.496,-14.002,-14.002,-14.002,135.998,,,,,,,,,
919,GLRE,12/31/2019,0.0,1355193.0,878010.0,477183.0,477183.0,477183.0,570697.0,767906.0,0.0,1631.0,489091.0,36079.0,63334.0,-3986.0,0.0,-3503.0
920,GMHI,12/31/2019,0.0,407939.0,15356.0,392583.0,392583.0,392583.0,392583.0,1365.0,400985.0,6763.0,0.0,46327.0,-406435.0,5445.0,0.0,6887.0
921,GNRS,12/31/2019,,657.675,634.874,22.801,22.801,22.801,654.167,,,,,,,,,
922,GNTY,12/31/2019,0.0023,2318444.0,2056893.0,261551.0,261551.0,225538.0,327479.0,90714.0,4898.0,32046.0,94485.0,11705.0,-17740.0,26279.0,0.0,32057.0
923,GRCY,12/31/2019,0.0,198.278,199.95,-1.672,-1.672,-1.672,194.823,0.526,-18.423,-26.383,0.0,5410.0,-4.663,-22.672,0.0,-22.672
924,GSBC,12/31/2019,0.0051,5015072.0,4412006.0,603066.0,603066.0,594968.0,931273.0,220155.0,226143.0,86419.0,211349.0,14321.0,-295149.0,73612.0,0.0,90061.0
925,GWGH,12/31/2019,0.0027,3635206.0,3034379.0,600827.0,132088.0,-2229317.0,1753094.0,99331.0,254694.0,-142830.0,92276.0,35219.0,-137969.0,108221.0,-41.31,-79597.0
926,GXGX,12/31/2019,0.0,291605.0,11042.0,280564.0,280564.0,280564.0,280564.0,917.007,288839.0,-1098.0,0.0,8015.0,-286849.0,2519.0,-1.6529,3181.0
927,HLNE,3/31/2020,0.0022,473529.0,236128.0,237401.0,154791.0,154791.0,229315.0,53210.0,-64709.0,116373.0,274048.0,28439.0,-49900.0,60825.0,0.0,140744.0
928,HBT,12/31/2019,0.0033,3245103.0,2912185.0,332918.0,332918.0,296750.0,370501.0,283971.0,-107340.0,89092.0,163918.0,20090.0,115340.0,65119.0,137.532,72121.0
929,HMST,12/31/2019,0.0,6812435.0,6132712.0,679723.0,679723.0,553628.0,1151963.0,57880.0,-343462.0,258830.0,263822.0,25771.0,83926.0,40720.0,0.0,48708.0
930,HOMB,12/31/2019,0.0017,15032047.0,12520516.0,2511531.0,2511531.0,1516551.0,3502527.0,490601.0,-636409.0,247415.0,655211.0,167804.0,221656.0,289646.0,-35.6356,385621.0
931,HONE,12/31/2019,0.0,4058921.0,3393127.0,665794.0,665794.0,572807.0,1053833.0,211616.0,371056.0,-36127.0,168451.0,55732.0,-228834.0,18656.0,-93.508,22676.0
932,HTBI,6/30/2020,0.0015,3722852.0,3314589.0,408263.0,408263.0,381547.0,883263.0,121622.0,217574.0,-42060.0,133900.0,18393.0,-124935.0,23207.0,-112.024,28807.0
933,HUIZ,12/31/2019,0.0,508805.0,817458.0,-308653.0,-308653.0,-310305.0,-271773.0,249327.0,-14079.0,118024.0,993319.0,51318.0,-6927.0,14450.0,1.7019,15205.0
934,HX,3/31/2020,0.0,78382.0,30282.0,48101.0,48101.0,48101.0,68101.0,10925.0,-3965.0,-55866.0,11435.0,17638.0,12775.0,-49306.0,-7297.0,-66930.0
935,HYAC,12/31/2019,,405375.0,15914.0,389461.0,389461.0,389461.0,389461.0,,,,,,,,,
936,HVBC,12/31/2019,0.0,354586.0,320987.0,33599.0,33599.0,33599.0,60599.0,20234.0,44098.0,-18374.0,12419.0,2031.0,-20235.0,879.0,0.0,1073.0
937,IBKR,12/31/2019,0.0021,71676000.0,63736000.0,7940000.0,1452000.0,1418000.0,1468000.0,12282000.0,-419000.0,2666000.0,1686000.0,415421.0,-89000.0,161000.0,0.0,1157000.0
938,IBTX,12/31/2019,0.0045,14958207.0,12618434.0,2339773.0,2339773.0,1245011.0,2920848.0,565170.0,935060.0,173319.0,580650.0,43245.0,-673988.0,217861.0,-6963.0,246264.0
939,ICCH,12/31/2019,0.0014,163004.0,96662.0,66342.0,66342.0,66342.0,69817.0,6627.0,-156.099,2532.0,59918.0,3014.0,-393.65,4294.0,0.0,5082.0
940,IEA,12/31/2019,0.0,824921.0,916541.0,-91620.0,-109103.0,-183748.0,221885.0,147259.0,-4474.0,79812.0,1459763.0,20431.0,610.0,-10619.0,6232.0,4610.0
941,IGIC,12/31/2019,0.0,1009074.0,696931.0,312143.0,312143.0,308257.0,312143.0,192460.0,-16475.0,21402.0,249944.0,48447.0,-1034.0,24177.0,-43.7641,25253.0
942,IROQ,6/30/2020,0.001,735517.0,652953.0,82564.0,82564.0,81849.0,120064.0,33467.0,1274.0,6896.0,23071.0,3530.0,-34303.0,4264.0,-7.533,5884.0
943,ISTR,12/31/2019,0.0017,2148916.0,1906940.0,241976.0,241976.0,210941.0,422299.0,44695.0,112051.0,18567.0,71045.0,10144.0,-103063.0,18524.0,-413.503,20958.0
944,JFIN,12/31/2019,0.01,701072.0,1442671.0,-741599.0,-741854.0,-741854.0,-741854.0,122149.0,244674.0,26291.0,2230176.0,52602.0,-234178.0,527747.0,0.0,563814.0
945,JRVR,12/31/2019,0.0013,5024405.0,4245824.0,778581.0,778581.0,559810.0,1040936.0,1406076.0,7956.0,1489022.0,907125.0,30674.0,-263359.0,39119.0,-275.355,51867.0
946,KBLM,12/31/2019,0.0,12502.0,7155.0,5347.0,5347.0,5347.0,7413.0,546.636,-106509.0,-1452.0,0.0,4224.0,108237.0,-91.3,0.0,165.955
947,KNSL,12/31/2019,0.0029,1090550.0,684670.0,405880.0,405880.0,402342.0,422624.0,100408.0,77755.0,178357.0,328235.0,22136.0,-230793.0,63316.0,0.0,76051.0
948,LACQ,12/31/2019,0.0,196512.0,10337.0,186175.0,186175.0,186175.0,186741.0,1061.0,-11026.0,-1425.0,0.0,6082.0,11853.0,365.954,0.0,921.154
949,LEVL,12/31/2019,0.002,1584899.0,1414196.0,170703.0,170703.0,161015.0,427368.0,103930.0,139782.0,4124.0,65266.0,7770.0,-73272.0,16556.0,-93.9949,19514.0
950,LFAC,12/31/2019,0.0,162485.0,6504.0,155981.0,155981.0,155981.0,156731.0,161.405,750.0,-1957.0,0.0,19406.0,1172.0,1772.0,0.0,2448.0
951,LIVK,12/31/2019,,81088.0,74.572,81013.0,81013.0,81013.0,81046.0,,,,,,,,,
952,LMFA,12/31/2019,0.0,7641.0,4806.0,2835.0,2835.0,-1205.0,6985.0,1070.0,-171.82,-1161.0,2890.0,3134.0,-1119.0,-1361.0,0.0,-3005.0
953,LOB,12/31/2019,0.0,4814970.0,4282584.0,532386.0,532386.0,532386.0,532400.0,223539.0,1073805.0,-493925.0,215249.0,41054.0,-673164.0,18034.0,0.0,23465.0
954,LSAC,6/30/2020,,66483.0,3414.0,63069.0,63069.0,63069.0,64069.0,684.708,66463.0,-165.327,0.0,,-65638.0,-119.542,0.0,-118.73
955,LX,12/31/2019,0.0123,19236294.0,12636755.0,6599539.0,6599539.0,6599539.0,14829404.0,3985626.0,3058821.0,-778504.0,10603507.0,187916.0,-783579.0,2430236.0,-24361.0,2706511.0
956,CASH,9/30/2019,0.0025,6182890.0,5338932.0,843958.0,839911.0,477596.0,1679216.0,126545.0,174876.0,191012.0,452447.0,38922.0,-339198.0,104259.0,-2683.0,97942.0
957,LBC,12/31/2019,0.0,7045828.0,6431364.0,614464.0,614464.0,611167.0,1749439.0,88565.0,44628.0,75007.0,133082.0,56162.0,-122767.0,48861.0,0.0,69464.0
958,LOAC,2/29/2020,0.0,42551.0,2763.0,39789.0,39789.0,39789.0,41289.0,26.294,1500.0,-912.808,0.0,1860.0,-1200.0,-291.061,0.0,-291.061
959,LPLA,12/31/2019,0.0066,5880238.0,4856365.0,1023873.0,1023873.0,-919613.0,3422691.0,1471778.0,-533225.0,623871.0,2042224.0,84624.0,-180987.0,562263.0,-773.22,741835.0
960,MBIN,12/31/2019,0.0024,6371928.0,5718200.0,653728.0,441082.0,347051.0,622521.0,506709.0,2384863.0,-1257003.0,164853.0,28746.0,-957675.0,77329.0,0.0,102134.0
961,MBWM,12/31/2019,0.003,3632915.0,3216354.0,416561.0,416561.0,363248.0,817442.0,233731.0,206448.0,44767.0,151490.0,16409.0,-92838.0,49456.0,0.0,60460.0
962,MCMJ,12/31/2019,,130851.0,170.67,130680.0,130680.0,130680.0,130681.0,,,,,,,,,
963,MDJH,12/31/2019,0.0,9433.0,933.9,8499.0,8678.0,8678.0,8678.0,6553.0,70.406,-1.501,5680.0,11980.0,-190.828,444.3078,0.0088,400.736
964,MKTX,12/31/2019,0.0054,954930.0,184839.0,770091.0,770091.0,562244.0,770091.0,274253.0,-118100.0,265935.0,511352.0,37956.0,-122051.0,198484.0,1645.0,257424.0
965,MRLN,12/31/2019,0.0022,1207443.0,992487.0,214956.0,214956.0,200760.0,291047.0,130027.0,-5553.0,62420.0,141623.0,12198.0,-38041.0,27116.0,0.0,36853.0
966,MCBS,12/31/2019,0.0018,1631858.0,1415134.0,216724.0,216724.0,216724.0,279853.0,276413.0,124076.0,32199.0,100868.0,24730.0,-18289.0,44718.0,0.0,60868.0
967,MORN,12/31/2019,0.0035,2370900.0,1287300.0,1083600.0,1083600.0,-288900.0,1596700.0,334100.0,373700.0,334400.0,1179000.0,43200.0,-746300.0,136082.0,4782.0,198500.0
968,MSBI,12/31/2019,0.0023,6087017.0,5425106.0,661911.0,661911.0,401443.0,1331694.0,394505.0,6940.0,119406.0,262906.0,24493.0,54459.0,55264.0,155.25,72471.0
969,MSVB,12/31/2019,0.0,208436.0,157623.0,50813.0,50813.0,50813.0,60813.0,18817.0,5095.0,1592.0,7878.0,3362.0,-570.0,1056.0,-8.424,1045.0
970,NBAC,12/31/2019,,329.663,309.241,20.422,20.422,20.422,300.422,,,,,,,,,
971,NMRK,12/31/2019,0.0,3201599.0,2260974.0,940625.0,599664.0,-417120.0,1435341.0,221872.0,-895506.0,986760.0,2218132.0,185016.0,-56788.0,117305.0,0.0,214148.0
972,NODK,12/31/2019,0.0012,508159.0,198356.0,309803.0,306304.0,303392.0,306304.0,62132.0,-2025.0,25665.0,270779.0,22265.0,-30458.0,26401.0,0.0,33811.0
973,NPA,12/31/2019,,231839.0,8319.0,223520.0,223520.0,223520.0,223520.0,,,,,,,,,
974,UEPS,6/30/2020,-0.0014,453678.0,78486.0,375192.0,375192.0,350411.0,390006.0,232485.0,-48838.0,-46045.0,150997.0,56003.0,223117.0,-93793.0,-1330.0,-65016.0
975,NMIH,12/31/2019,0.0025,1364818.0,434398.0,930420.0,930420.0,913124.0,1076184.0,41089.0,2000.0,208150.0,370114.0,69721.0,-194355.0,171957.0,0.0,216653.0
976,NWBI,12/31/2019,0.001,10493908.0,9140623.0,1353285.0,1353285.0,984106.0,1721421.0,60846.0,165188.0,127462.0,459873.0,105839.0,-300593.0,113737.0,-915.957,141111.0
977,OBAS,12/31/2019,0.0,239307.0,167453.0,71854.0,51844.0,51844.0,191898.0,12596.0,-8185.0,7397.0,16144.0,5186.0,-595.0,-1941.0,-31.5429,3920.0
978,OBNK,12/31/2019,0.0023,5324626.0,4725364.0,599262.0,599262.0,547025.0,1026123.0,291518.0,404472.0,61553.0,212581.0,23675.0,-291185.0,54152.0,-63.3699,66548.0
979,OFED,6/30/2020,0.0,515582.0,427277.0,88305.0,88305.0,85043.0,93305.0,34582.0,-18180.0,5093.0,16614.0,5760.0,10979.0,3864.0,0.0,4764.0
980,OPBK,12/31/2019,0.001,1179520.0,1038944.0,140576.0,140576.0,140576.0,116480.0,86036.0,107556.0,18163.0,55698.0,15935.0,-117409.0,17961.0,-382.226,22076.0
981,OPES,12/31/2019,0.0,94689.0,1736.0,92952.0,92952.0,92952.0,94303.0,17.862,-24566.0,-1239.0,0.0,3809.0,25617.0,1155.0,2.3081,1578.0
982,OPRT,12/31/2019,0.0,2201874.0,1713108.0,488766.0,488766.0,470427.0,1977079.0,136141.0,286272.0,218374.0,442365.0,27003.0,-497680.0,61598.0,0.0,84432.0
983,OXBR,12/31/2019,0.0,9495.0,1452.0,8043.0,8043.0,8043.0,8643.0,8016.0,600.0,-4371.0,981.0,6100.0,488.0,-150.0,0.0,-150.0
984,AESE,12/31/2019,0.0,71321.0,27100.0,44221.0,44221.0,25347.0,58054.0,12091.0,3653.0,-10064.0,26072.0,18099.0,8037.0,-15793.0,0.0,-16739.0
985,AFYA,12/31/2019,0.002,2912453.0,798727.0,2113726.0,2065094.0,752756.0,2125451.0,943209.0,921435.0,299216.0,750630.0,76192.0,-354149.0,119253.0,2843.0,186937.0
986,AGNC,12/31/2019,0.0012,113082000.0,102041000.0,11041000.0,10109000.0,9583000.0,10337000.0,1282000.0,12800000.0,1180000.0,771000.0,541400.0,-14218000.0,688000.0,0.0,688000.0
987,AIHS,3/31/2020,0.0,15631.0,14158.0,1472.0,2804.0,2026.0,3095.0,844.027,3432.0,-6448.0,15656.0,28023.0,-963.416,-1881.0,-401.903,-4316.0
988,AMTD,9/30/2019,0.004,43786000.0,35086000.0,8700000.0,8700000.0,3269000.0,12294000.0,10193000.0,-763000.0,7620000.0,5872000.0,557000.0,-1212000.0,2162760.0,14760.0,2929000.0
989,AMZN,12/31/2019,0.023,225248000.0,163188000.0,62060000.0,62060000.0,43257000.0,85474000.0,36410000.0,-10066000.0,38514000.0,280522000.0,504000.0,-24281000.0,11588000.0,0.0,13976000.0
990,APEI,12/31/2019,0.0,354897.0,58164.0,296733.0,296733.0,266127.0,296733.0,202740.0,-40506.0,38370.0,286270.0,16255.0,-7255.0,15211.0,-2694.0,16664.0
991,ARCE,12/31/2019,0.0,3161423.0,1566613.0,1594810.0,1594810.0,-217093.0,1693371.0,48900.0,676211.0,-7615.0,572837.0,51552.0,-631442.0,-40614.0,16064.0,-42534.0
992,ATCX,12/31/2019,0.0,204738.0,10472.0,194266.0,194266.0,194266.0,194266.0,95.683,0.0,-1390.0,0.0,6349.0,210.457,-347.357,0.0,341.159
993,ATIF,7/31/2019,0.0,12343.0,1141.0,11201.0,11201.0,10772.0,11201.0,6460.0,8741.0,-3019.0,3079.0,35523.0,739.084,429.227,0.0,706.05
994,BBBY,2/29/2020,-0.0049,7790515.0,6025580.0,1764935.0,1764935.0,1764935.0,3253335.0,1023650.0,-182846.0,590941.0,11158580.0,124352.0,91376.0,-204908.0,-100318.0,-764853.0
995,BBGI,12/31/2019,0.0,760060.0,475588.0,284472.0,284539.0,-290920.0,540751.0,18648.0,-10822.0,20991.0,261554.0,27778.0,-4955.0,9276.0,2056.0,19840.0
996,BECN,9/30/2019,0.0,6392812.0,4131264.0,2261548.0,1862353.0,-1753777.0,4447637.0,72287.0,-58769.0,212653.0,7105160.0,68424.0,-211735.0,-10612.0,0.0,-10782.0
997,BGFV,12/31/2019,0.0,688800.0,508428.0,180372.0,180372.0,180372.0,246931.0,8223.0,-3626.0,14280.0,996495.0,21149.0,-9196.0,8445.0,0.0,11783.0
998,BLDR,12/31/2019,0.0019,3249490.0,2424537.0,824953.0,824953.0,-72457.0,2116226.0,14096.0,-300897.0,504046.0,7280431.0,117025.0,-199180.0,221809.0,0.0,282755.0
999,BLMN,12/31/2019,0.0015,3592683.0,3415202.0,177481.0,170342.0,-613001.0,1219046.0,67145.0,-189359.0,317603.0,4139389.0,89777.0,-131291.0,139176.0,-481.505,141690.0
1000,BMCH,12/31/2019,0.0016,1906101.0,924589.0,981512.0,981512.0,498737.0,1327544.0,165496.0,-22263.0,245853.0,3626593.0,67332.0,-208817.0,116136.0,-2097.0,146484.0
1001,BOXL,12/31/2019,0.0,20469.0,21117.0,-647.653,-647.67,-10930.0,5566.0,1173.0,4460.0,-4263.0,33030.0,10689.0,6.649,-9647.0,0.0,-9402.0
1002,BZUN,12/31/2019,0.0047,7096600.0,4506083.0,2590517.0,2568731.0,2361549.0,5067810.0,1526810.0,1776891.0,301396.0,7278192.0,59644.0,-1133451.0,294572.0,-3409.0,348267.0
1003,CAKE,12/31/2019,0.0029,2840593.0,2268851.0,571742.0,571742.0,134535.0,861742.0,58416.0,176020.0,218761.0,2482692.0,44545.0,-363060.0,149560.0,-2283.0,140334.0
1004,CBRL,7/31/2020,0.0093,2544258.0,2125869.0,418389.0,418389.0,392739.0,1367784.0,436996.0,396336.0,161002.0,2522792.0,24096.0,-157226.0,-67119.0,12814.0,81284.0
1005,CDW,12/31/2019,0.005,7999400.0,7039100.0,960300.0,960300.0,-2186800.0,4277600.0,154000.0,-749800.0,1027200.0,18032400.0,147800.0,-331400.0,736800.0,0.0,949700.0
1006,CETV,12/31/2019,0.0,1447862.0,1105644.0,342218.0,341705.0,-620109.0,948814.0,36621.0,-178089.0,179652.0,694804.0,266198.0,-24375.0,121386.0,-665.3602,154434.0
1007,CG,12/31/2019,0.0028,13808800.0,10839200.0,2969600.0,618600.0,556300.0,7301600.0,828000.0,-149200.0,358600.0,2702500.0,122633.0,-27800.0,380900.0,0.0,1233400.0
1008,CHUY,12/31/2019,0.0,446069.0,251133.0,194936.0,194936.0,148753.0,194936.0,10074.0,-8282.0,43431.0,426357.0,16824.0,-33274.0,20565.0,-443.82,3314.0
1009,CLEU,12/31/2019,0.0,6853.0,1673.0,5180.0,5180.0,5180.0,5180.0,1702.0,439.193,-338.432,5256.0,6333.0,-471.407,437.904,0.0,593.942
1010,CONE,12/31/2019,0.0,6142000.0,3707400.0,2434600.0,2434600.0,1783400.0,5321200.0,77700.0,324800.0,365700.0,981300.0,115000.0,-679900.0,9645.0,11745.0,37700.0
1011,CONN,1/31/2020,0.0018,2168769.0,1541589.0,627180.0,627180.0,627180.0,1653320.0,80855.0,-7326.0,80066.0,1543686.0,30815.0,-56822.0,59198.0,-1042.0,74318.0
1012,CRSA,12/31/2019,0.0,254804.0,9690.0,245114.0,245114.0,245114.0,245114.0,1126.0,251434.0,-1255.0,0.0,31250.0,-249097.0,2750.0,0.0,3946.0
1013,CSSE,12/31/2019,-0.0029,167665.0,76645.0,91021.0,54283.0,-63145.0,74293.0,6447.0,24373.0,-18699.0,55364.0,11987.0,-6429.0,-27476.0,-1552.0,-31221.0
1014,CTRN,1/31/2020,0.0014,459145.0,288101.0,171044.0,171044.0,171044.0,171044.0,19923.0,-32943.0,42609.0,781925.0,11699.0,-7606.0,16893.0,-81.905,19968.0
1015,DISH,12/31/2019,0.0026,33230935.0,21666863.0,11564072.0,11564521.0,-14225036.0,25704116.0,2504320.0,-328169.0,2662401.0,12807684.0,537964.0,-717836.0,1396348.0,956.8499,1943927.0
1016,DLTH,1/31/2020,0.0,474050.0,297944.0,176106.0,178272.0,178272.0,245939.0,589.0,21495.0,6696.0,615624.0,32371.0,-30687.0,18921.0,0.0,23928.0
1017,DLTR,1/31/2020,0.0035,19574600.0,13319800.0,6254800.0,6254800.0,1171500.0,10332600.0,586000.0,-709800.0,1869800.0,23610800.0,238300.0,-1020200.0,1062689.0,-77311.0,1098700.0
1018,DNKN,12/31/2019,0.0029,3920024.0,4508034.0,-588010.0,-588010.0,-2779017.0,2447356.0,707977.0,-152648.0,297734.0,1370227.0,83745.0,-35492.0,252353.0,-3298.0,319262.0
1019,DSKE,12/31/2019,-0.0049,1140600.0,1001900.0,138700.0,73700.0,-175300.0,740900.0,95700.0,-79600.0,114100.0,1737000.0,64303.0,15800.0,-37163.0,-48063.0,-362000.0
1020,EDTK,3/31/2020,0.0,45690.0,17807.0,27882.0,27882.0,8587.0,27882.0,11932.0,0.0,11480.0,28601.0,12450.0,-10401.0,9975.0,0.0,13314.0
1021,EQIX,12/31/2019,0.006,23965615.0,15125233.0,8840382.0,8840606.0,1956359.0,19160540.0,1886613.0,1202082.0,1992728.0,5562140.0,84679.0,-1944567.0,543381.0,-13155.0,692597.0
1022,EZPW,9/30/2019,0.0,1083702.0,338753.0,744949.0,744949.0,376378.0,983543.0,162442.0,-198317.0,103517.0,847229.0,55984.0,-27829.0,20609.0,-6513.0,4174.0
1023,FAST,12/31/2019,0.0014,3799900.0,1134300.0,2665600.0,2665600.0,2665600.0,3010600.0,174900.0,-595100.0,842700.0,5333700.0,574400.0,-239700.0,789990.0,290.4,1043700.0
1024,FAT,12/31/2019,0.0,82550.0,77172.0,5378.0,5378.0,-35268.0,35096.0,25.0,6791.0,3071.0,22505.0,11311.0,-10490.0,-2328.0,484.65,-508.0
1025,FCFS,12/31/2019,0.0038,2439440.0,1089405.0,1350035.0,1350035.0,315517.0,1981603.0,46527.0,-120806.0,231596.0,1864439.0,43208.0,-137053.0,165336.0,-261.393,224611.0
1026,FIVE,1/31/2020,0.0031,1958661.0,1198883.0,759778.0,759778.0,759778.0,759778.0,202490.0,-42707.0,187029.0,1846730.0,56166.0,-193580.0,175056.0,0.0,221569.0
1027,FLWS,6/30/2020,0.0,774435.0,374661.0,399774.0,399774.0,258790.0,492333.0,240506.0,-15455.0,139417.0,1489637.0,66408.0,-56379.0,58998.0,0.0,77842.0
1028,FORR,12/31/2019,0.0,639160.0,481072.0,158088.0,158088.0,-183170.0,288633.0,69192.0,129438.0,48406.0,461697.0,18492.0,-249545.0,-693.709,-26.709,-9599.0
1029,FRAN,1/31/2020,-0.0086,328608.0,282082.0,46526.0,46526.0,46526.0,55462.0,17839.0,-1479.0,2824.0,407536.0,2899.0,-3609.0,-16362.0,-3202.0,-24895.0
1030,GAIA,12/31/2019,-0.001,106172.0,37258.0,68914.0,68914.0,-1350.0,87347.0,11494.0,4379.0,-2574.0,53979.0,18160.0,-20275.0,-17892.0,0.0,-17847.0
1031,GLG,12/31/2019,0.0,11388.0,5588.0,5801.0,5809.0,5809.0,9330.0,2447.0,11830.0,-2166.0,2493.0,7776.0,-8874.0,-4349.0,-861.72,-6928.0
1032,GMLP,12/31/2019,0.0,2105612.0,1452918.0,652694.0,569463.0,519054.0,1786396.0,229922.0,-189288.0,152707.0,299652.0,76353.0,-6312.0,47546.0,-9914.0,34556.0
1033,GO,12/31/2019,0.0,2185529.0,1440145.0,745384.0,745384.0,-50351.0,1193373.0,28101.0,-17778.0,132835.0,2559617.0,81863.0,-108019.0,20597.0,-456.354,16782.0
1034,GOGO,12/31/2019,-0.0018,1214700.0,1613590.0,-398890.0,-398890.0,-475369.0,702358.0,177675.0,-3543.0,64061.0,835726.0,80766.0,-73709.0,-103692.0,-15650.0,-144998.0
1035,GOOD,12/31/2019,0.0,1039508.0,828471.0,211037.0,208134.0,92669.0,834728.0,11488.0,74249.0,60194.0,114387.0,30696.0,-132037.0,8797.0,307.53,9541.0
1036,GRIL,12/31/2019,-0.0039,6261.0,6015.0,245.762,245.762,-3449.0,1622.0,478.854,6146.0,-4504.0,4959.0,7254.0,-1521.0,-22979.0,0.0,-28385.0
1037,HDS,1/31/2020,0.0027,4715000.0,3363000.0,1352000.0,1352000.0,-814000.0,3398000.0,34000.0,-569000.0,677000.0,6146000.0,166989.0,-112000.0,456888.0,-2112.0,613000.0
1038,HIBB,1/31/2020,0.0015,769759.0,440776.0,328983.0,328983.0,276922.0,328983.0,66078.0,-70961.0,92289.0,1184234.0,17957.0,-17006.0,27344.0,0.0,36328.0
1039,HLG,6/30/2019,0.0114,2502912.0,813665.0,1689247.0,1651808.0,1552283.0,1751411.0,260684.0,-7343.0,690317.0,1499025.0,25778.0,-1234206.0,293421.0,0.0,424493.0
1040,HMHC,12/31/2019,-0.0017,2513172.0,1946812.0,566360.0,566360.0,-624842.0,1223547.0,296353.0,-115667.0,254975.0,1390674.0,124153.0,-96320.0,-197221.0,-6144.0,-209632.0
1041,HTHT,12/31/2019,0.0059,52983000.0,45483000.0,7500000.0,7379000.0,2845000.0,23962000.0,13999000.0,6045000.0,3293000.0,11212000.0,304310.0,-285000.0,1550944.0,62944.0,2565000.0
1042,HURN,12/31/2019,0.0019,1104271.0,518806.0,585465.0,585465.0,-92840.0,794318.0,11604.0,-118836.0,132220.0,965474.0,22507.0,-35002.0,42506.0,-131.8,52491.0
1043,HUSN,12/31/2019,0.0,5569.0,3049.0,2520.0,2520.0,2518.0,2520.0,13.567,-31.201,-1071.0,1366.0,22114.0,-200.0,-19698.0,-15644.0,-61989.0
1044,HYRE,12/31/2019,0.0,11379.0,4544.0,6835.0,6835.0,6682.0,6835.0,10657.0,12012.0,-8114.0,15855.0,13957.0,-6.207,-12518.0,0.0,-12518.0
1045,ICFI,12/31/2019,0.0036,1397217.0,682666.0,714551.0,714551.0,-31212.0,879995.0,6482.0,-67640.0,91440.0,1478525.0,19224.0,-30470.0,68938.0,0.0,90173.0
1046,ILPT,12/31/2019,0.0,2454901.0,1459211.0,995690.0,995690.0,995690.0,2402298.0,34550.0,802035.0,116300.0,229234.0,65055.0,-893393.0,52498.0,0.0,52003.0
1047,IMKTA,9/30/2019,0.004,1867328.0,1204606.0,662723.0,662723.0,662723.0,1514960.0,42125.0,-27123.0,211503.0,4202034.0,20243.0,-152793.0,78480.0,952.3109,106598.0
1048,IQ,12/31/2019,-0.0141,44792550.0,35179160.0,9613390.0,9571014.0,-5773843.0,26103144.0,6909674.0,7880306.0,3906227.0,28993658.0,729269.0,-11749571.0,-10098516.0,-74938.0,-10224887.0
1049,ISIG,12/31/2019,0.0,16990.0,5196.0,11794.0,11794.0,11794.0,11794.0,7510.0,59.0,-2311.0,21954.0,11941.0,-398.0,-3178.0,-171.19,-5487.0
1050,JD,12/31/2019,0.0082,259723704.0,175063857.0,84659847.0,81855970.0,71102267.0,91907752.0,39912279.0,2572467.0,24781220.0,576888484.0,1483661.0,-25349357.0,6328373.0,890982.0,13692532.0
1051,KIRK,1/31/2020,-0.0038,422442.0,345487.0,76955.0,76955.0,76955.0,76955.0,30132.0,-3865.0,-8269.0,603880.0,14070.0,-15680.0,-39228.0,-5192.0,-52587.0
1052,KRUS,8/31/2019,0.0,76410.0,14229.0,62181.0,62181.0,62181.0,62181.0,38044.0,37595.0,5993.0,64245.0,5512.0,-11255.0,1456.0,0.0,1524.0
